,Common name,Family,IUCN,Order,Subspecies,BioSample,Bioproject accession,Captivity details,Coordinate notes,Country,County/District,Date collected,Elevation (masl),Genome Accession,Latitude,Longitude,Museum ID/Source specimen ID,SRA Accession,Sexb10k,Site,Source institution,State/Province,Tissue,CG content(%),"Complete BUSCOs (C, %)","Complete and duplicated BUSCOs (D, %)","Complete and single-copy BUSCOs (S, %)",Contig_L50 (bp),Contig_N50 (bp),Contig_Num,Depth,"Fragmented BUSCOs (F, %)",Gap_Len (bp),Gap_Ratio (%),"Missing BUSCOs (M, %)",Scaffold_L50 (bp),Scaffold_N50 (bp),Scaffold_Num (bp),Total_Len (bp),AssemblyAccession,AssemblyName,Organism,AssemblyStatus,Coverage,ContigN50,ScaffoldN50,Sex,Species,Complex_ZW,dnms
315,Vinous-throated Parrotbill,Sylviidae,Least Concern,Passeriformes,fulvicauda,SAMN12253833,PRJNA545868,,"Original coordinates appear wrong. Likely mixup: west, which should be east. Original coordinates: 35 53  N        126 38  W",Korea,,4-Oct-04,,VXBN00000000,35.88 N,126.63 E,USNM:633249,"SRR9947307, SRR9947310, SRR9947309",Female,Kunsan Air Base,"National Museum of Natural History, Smithsonian Institution, USA",Jeollabuk,muscle,42.1,93.9,1.0,92.9,6964,42834,145799,47.0,3.5,9739920,0.92,2.6,286,959466,78953,1056511644,GCA_013397395.1,ASM1339739v1,Sinosuthora webbiana (crow tit),Scaffold,47,78603.0,970774.0,female,Sinosuthora_webbiana,False,0
316,Eurasian Nuthatch,Sittidae,Least Concern,Passeriformes,caucasica,SAMN12253846,PRJNA545868,,,Russia,Lazarevskiy Rayon,1-Jun-04,324,VXBS00000000,43.94 N,39.48 E,USNM:639762,"SRR9947054, SRR9946790, SRR9946537",Female,"Lazarevskoye, 4 km N, 15 km E, at Mar'ino","National Museum of Natural History, Smithsonian Institution, USA",Krasnodarskiy Kray,muscle,41.64,92.9,1.1,91.8,7149,40274,109642,51.0,4.5,10336630,1.01,2.6,430,655361,39511,1023562001,GCA_013400255.1,ASM1340025v1,Sitta europaea (wood nuthatch),Scaffold,51,79571.0,660828.0,female,Sitta_europaea,False,0
317,African Broadbill,Calyptomenidae,Least Concern,Passeriformes,unable to determine,SAMN12253759,PRJNA545868,,,Tanzania,,1-Jan-07,1550,VWYW00000000,7.8 S,36.5 E,NHMD:131148,"SRR9994335, SRR9994322, SRR9994323",,"Ndundulu Forest Reserve, Waller's Camp","Natural History Museum of Denmark, University of Copenhagen, Denmark",Iringa,missing,41.1,93.2,1.0,92.2,4954,55506,47040,68.0,4.0,33586903,3.16,2.8,148,1785105,7265,1061338010,GCA_013396465.1,ASM1339646v1,Smithornis capensis (birds),Scaffold,68,67220.0,1785105.0,,Smithornis_capensis,False,0
318,Black Hawk Eagle,Accipitridae,Least Concern,Accipitriformes,serus,SAMN12253891,PRJNA545868,,,Guyana,,20-Oct-00,,VXAF00000000,6.68 N,57.93 W,USNM:623090,"SRR9947103, SRR9947008",Male,Near Mahaica,"National Museum of Natural History, Smithsonian Institution, USA",,muscle,41.54,94.3,1.0,93.3,6442,53203,42969,57.0,3.4,12582960,1.06,2.3,208,1693768,3273,1184689177,GCA_013399215.1,ASM1339921v1,Spizaetus tyrannus (black hawk-eagle),Scaffold,57,72446.0,1501215.0,male,Spizaetus_tyrannus,False,0
319,Chipping Sparrow,Passerellidae,Least Concern,Passeriformes,passerina,SAMN12253929,PRJNA545868,,,USA,Lee,30-May-01,496,WBNQ00000000,36.72 N,83.19 W,USNM:633838,"SRR9947102, SRR9947216, SRR9946525, SRR9946502, SRR9946504",Female,"Hubbard Springs, 0.8 mi ESE at Bethel Cemetary, near entrance","National Museum of Natural History, Smithsonian Institution, USA",Virginia,mixed tissue sample,42.75,50.4,0.7,49.7,46239,4142,1390447,71.0,17.2,64051761,5.79,32.4,20357,10570,1248106,1105792988,GCA_013401375.1,ASM1340137v1,Spizella passerina (chipping sparrow),Scaffold,71,9017.0,13068.0,female,Spizella_passerina,False,0
320,Tawny-bellied Seedeater,Thraupidae,Least Concern,Passeriformes,unable to determine,SAMN06756731,PRJNA382416,,,Argentina,,12-Dec,,GCA_002167245.1,,,MACN:5231,SRP103901,Male,"Ibera, Corrientes","Independently published, NCBI",,missing,42.83,87.9,1.1,86.8,582,438970,24619,112.0,3.2,51700660,4.84,8.9,31,7965281,5095,1067760248,GCA_002167245.1,SpoHypox2.0,Sporophila hypoxantha (tawny-bellied seedeater),Scaffold,112,1043501.0,7965281.0,,Sporophila_hypoxantha,False,0
321,Oilbird,Steatornithidae,Least Concern,Caprimulgiformes,monotypic,SAMN12253980,PRJNA545868,,Source corrdinates are malformatted,Guyana,Potaro-Siparuni Region,7-May-10,,VZSC00000000,5.37 N,59.54 W,"Tissue MPEG:T-17221, voucher MZUSP:112769","SRR9853707, SRR9853833, SRR9853835",Female,Amaila Falls,"Museu Paraense Em’lio Goeldi, Brazil",,missing,42.78,92.7,1.2,91.5,19018,18176,331373,57.0,4.5,30264898,2.44,2.8,1143,304147,197099,1241087089,GCA_013398225.1,ASM1339822v1,Steatornis caripensis (oilbird),Scaffold,57,38015.0,306642.0,female,Steatornis_caripensis,False,0
322,Artic Skua,Stercorariidae,Least Concern,Charadriiformes,monotypic,SAMN12253778,PRJNA545868,,Coordinates approximate from locality information,Panama,Bahia Almirante,28-Feb-89,,VWZL00000000,9.24 N,82.31 W,USNM:606730,"SRR10019945, SRR10019934, SRR9946748",Female,Between Isla Cristobal and Isla Pastores,"National Museum of Natural History, Smithsonian Institution, USA",Bocas Del Toro,muscle,42.1,94.3,0.8,93.5,6451,52126,97783,36.0,3.7,8499407,0.73,2.0,514,641585,38292,1163360408,GCA_013396915.1,ASM1339691v1,Stercorarius parasiticus (birds),Scaffold,36,107045.0,644604.0,female,Stercorarius_parasiticus,False,0
323,Golden-crowned Babbler,Zosteropidae,Near Threatened,Passeriformes,monotypic,SAMN12253785,PRJNA545868,,,Philippines,Cagayan,27-Apr-89,150,VWZU00000000,17.92 N,122.03 E,USNM:607461,"SRR9947315, SRR9947316",Female,"Sierra Madre, W slope, Barrio Santa Margarita,""Km21"", Baggao Mun.","National Museum of Natural History, Smithsonian Institution, USA",Luzon,muscle,41.39,93.1,0.7,92.4,7943,36615,160045,46.0,3.9,17638211,1.67,3.0,284,955105,74587,1056050256,GCA_013397095.1,ASM1339709v1,Sterrhoptilus dennistouni (birds),Scaffold,46,50778.0,955539.0,female,Sterrhoptilus_dennistouni,False,0
324,Spotted Owl,Strigidae,Near Threatened,Strigiformes,caurina,SAMN05525316,PRJNA338167,Rescue/rehabilitation,,USA,Marin County,26-Jun-05,,GCA_002372975.1,,,CAS:ORN:98821,SRP081093,Female,"260 Piedmont Road, Larkspur","Independently published, NCBI",California,blood,41.77,94.9,1.1,93.8,7054,51301,65083,59.3,2.9,13782675,1.1,2.2,92,3983020,8108,1255541132,,,,,,,,,Strix_occidentalis_caurina,False,0
325,Apostlebird,Corcoracidae,Least Concern,Passeriformes,cinerea,SAMN12253937,PRJNA545868,,,Australia,,1985,,VZTI00000000,34.45 S,147.53 E,NMV Z50216 / ANWC B40452,"SRR9946595, SRR9946590, SRR9946591, SRR9946592, SRR9946593",Male,Temora,Museums Victoria / Australian National Wildlife Collection,New South Wales,heart,42.4,94.8,0.8,94.0,5624,54583,73591,45.0,3.1,8212211,0.79,2.1,257,1098961,27475,1044276834,GCA_013397865.1,ASM1339786v1,Struthidea cinerea (birds),Scaffold,45,74270.0,1098961.0,male,Struthidea_cinerea,False,0
326,Common Ostrich,Struthionidae,Least Concern,Struthioniformes,australis,SAMN02316164,PRJNA212875,Captive; captured in Botswana,"Captive bird, hence no coordinates",Botswana,,,,GCA_000698965.1,,,202443,SRP028745,Female,,"San Diego Zoo, USA",,blood,41.08,93.0,1.0,92.0,12208,29253,117460,85.0,4.3,40553716,3.3,2.7,101,3593425,32466,1228437082,GCF_000698965.1,ASM69896v1,Struthio camelus australis (African ostrich),Scaffold,85,34997.0,3593425.0,female,Struthio_camelus,False,0
327,Common Starling,Sturnidae,Least Concern,Passeriformes,vulgaris (?),SAMN04029017,"PRJNA304638, PRJNA293892",,Locality not given on NCBI,,,,,GCA_001447265.1,,,,SRP063319,Male: adult,,"Independently published, NCBI",,missing,41.49,94.9,1.3,93.6,2292,123681,25750,74.0,2.9,23939528,2.31,2.2,89,3416708,2361,1036755994,GCF_001447265.1,Sturnus_vulgaris-1.0,Sturnus vulgaris (Common starling),Scaffold,74,151865.0,3416708.0,male,Sturnus_vulgaris,False,0
328,Masked Booby,Sulidae,Least Concern,Pelecaniformes,dactylatra,SAMN12253860,PRJNA545868,,,USA,,29-Sep-04,,WEKW00000000,28.27 N,89.99 W,LSUMZ:B-38745,"SRR9947355, SRR9947357, SRR9947354",Female,ca 70  mi. SSE South Pass Mississippi River,"Louisiana State University Museum of Natural Science, USA",Louisiana,muscle,41.93,76.1,0.7,75.4,11449,24550,401594,42.0,9.5,20188833,1.73,14.4,1745,149636,268457,1165256327,GCA_013389905.1,ASM1338990v1,Sula dactylatra (birds),Scaffold,42,38906.0,156242.0,female,Sula_dactylatra,False,0
329,Eurasian Blackcap,Sylviidae,Least Concern,Passeriformes,atricapilla,SAMN12253985,PRJNA545868,,Source coordinates flipped latitute/longituide. Original:,Germany,,,244,VZSL00000000,48.02 N,7.82 E,C1E2764 (9130) for Illumina; C1E2740 (9106) for bionano,"SRR9853698, SRR9853849, SRR9853850, SRR9853851",Male,"Mooswald, Freiburg im Breisgau","Max Planck Institute for Evolutionary Biology, Germany",Baden-WŸrttemberg,blood,41.43,90.0,1.0,89.0,5107,57175,31765,283.0,5.5,33034381,3.25,4.5,13,21997114,96,1017107033,GCA_013398435.1,ASM1339843v1,Sylvia atricapilla (blackcap),Scaffold,283,57175.0,16014248.0,male,Sylvia_atricapilla,True,0
330,Garden Warbler,Sylviidae,Least Concern,Passeriformes,monotypic,SAMN12253842,PRJNA545868,,,Greece,,14-May-06,10,VXBG00000000,39.13 N,26.22 E,USNM:637419,"SRR10019889, SRR10019890, SRR10019891, SRR9947148",Female,"Polichinitos, 5.5 km N, 3 km E","National Museum of Natural History, Smithsonian Institution, USA",Lesvos,muscle,41.55,93.1,0.9,92.2,9306,30528,186430,48.0,4.1,14387656,1.38,2.8,369,724950,87065,1043788113,GCA_013400015.1,ASM1340001v1,Sylvia borin (garden warbler),Scaffold,48,55510.0,729727.0,female,Sylvia_borin,True,0
331,Green Crombec,Macrosphenidae,Least Concern,Passeriformes,virens,SAMN12253897,PRJNA545868,,,Gabon,,26-Oct-09,,VXAN00000000,2.87 S,10.12 E,USNM:642858,"SRR9946918, SRR9947058, SRR9947060, SRR9946740",Male,"Gamba Complex of Protected Areas, Colas","National Museum of Natural History, Smithsonian Institution, USA",Ogooue Maritime Province,muscle,42.01,93.3,1.0,92.3,10679,27507,69143,55.0,3.6,20546338,2.0,3.1,93,2642593,4612,1028067230,GCA_013399515.1,ASM1339951v1,Sylvietta virens (Green crombec),Scaffold,55,33668.0,2514434.0,male,Sylvietta_virens,False,0
332,Pallas's Sandgrouse,Pteroclidae,Least Concern,Pterocliformes,monotypic,SAMN12253880,PRJNA545868,,,Mongolia,,31-May-97,1800,VZTO00000000,43.03 N,102.10 E,USNM:586725,"SRR9947040, SRR9947041",Male,Gobi Desert,"National Museum of Natural History, Smithsonian Institution, USA",Omnogovi,mixed tissue sample,42.47,77.1,0.9,76.2,18019,16141,501629,65.0,11.1,22783208,2.02,11.8,3525,81615,395544,1126467027,GCA_013400615.1,ASM1340061v1,Syrrhaptes paradoxus (Pallas's sandgrouse),Scaffold,65,33027.0,83867.0,male,Syrrhaptes_paradoxus,False,0
333,Many-colored Rush Tyrant,Tachurididae,Least Concern,Passeriformes,libertatis,SAMN12253756,PRJNA545868,,,Peru,,1-Aug-04,,VZRD00000000,12.55 S,76.72 W,LSUMZ:B-48222,"SRR9994331, SRR9994324, SRR9946574",Female,"Puerto Viejo, ca 70 km S Lima","Louisiana State University Museum of Natural Science, USA",Lima,muscle,41.48,93.9,0.9,93.0,5405,55374,42437,57.0,3.2,12598598,1.19,2.9,108,2775378,3878,1059901859,GCA_013396555.1,ASM1339655v1,Tachuris rubrigastra (birds),Scaffold,57,66111.0,2761092.0,female,Tachuris_rubrigastra,False,0
334,Zebra Finch,Estrildidae,Least Concern,Passeriformes,unable to determine,SAMN00628022,PRJNA17289,Captive,"Captive bird, hence no coordinates",,,,,GCA_000151805.2,,,Black 17,SRP001389,Male,,"University of California Los Angeles, USA",,muscle,41.42,90.3,2.4,87.9,8015,38644,124805,5.5,6.0,9270900,0.75,3.7,7,62374962,37095,1232118738,GCF_000151805.1,Taeniopygia_guttata-3.2.4,Taeniopygia guttata (zebra finch),Chromosome,5.5,38644.0,8236790.0,male,Taeniopygia_guttata,False,0
335,Red-crested Turaco,Musophagidae,Least Concern,Musophagiformes,monotypic,SAMN02339893,PRJNA212908,"Captive; hatched July 2010 Copenhagen Zoo, transferred to at Attica Zoo, Greece.","Captive bird, hence no coordinates",,,,,GCA_000709365.1,,,Legband: LDF 577,SRP029348,Male,,"Copenhagen Zoo, Denmark",,blood,41.8,85.2,0.5,84.7,19173,17955,288518,30.0,10.1,11093056,0.94,4.7,5955,55312,171727,1175440150,GCF_000709365.1,ASM70936v1,Tauraco erythrolophus (red-crested turaco),Scaffold,30,22885.0,56334.0,male,Tauraco_erythrolophus,False,0
336,Yellow-nosed Albatross,Diomedeidae,Endangered,Procellariiformes,chlororhynchos,SAMN12253934,PRJNA545868,,,Uruguay,,26-Oct-05,,VZTW00000000,33.79 S,53.43 W,USNM:635731,"SRR9946931, SRR9946932, SRR9946524",Male: Adult,"mouth of the Arroyo de Chuy, ca 8 km S","National Museum of Natural History, Smithsonian Institution, USA",Rocha,muscle,41.96,62.3,0.5,61.8,15487,17782,458129,45.0,12.0,12123218,1.08,25.7,5354,45184,340786,1117857727,GCA_013400895.1,ASM1340089v1,Thalassarche chlororhynchos (Atlantic yellow-nosed albatross),Scaffold,45,23404.0,47773.0,male,Thalassarche_chlororhynchos,False,0
337,Gray-breasted Seedsnipe,Thinocoridae,Least Concern,Charadriiformes,ingae,SAMN12253858,PRJNA545868,,,Argentina,,2-Dec-96,3850,VXBW00000000,26.73 S,65.77 W,USNM:645613,"SRR9946927, SRR9946928, SRR9946929",Female,"Tafi del Valle, 14 km N, 6 km W","National Museum of Natural History, Smithsonian Institution, USA",Tucuman Province,muscle,41.89,94.2,1.0,93.2,9122,34007,129695,40.0,3.6,10223799,0.93,2.2,354,838044,42478,1095915910,GCA_013400375.1,ASM1340037v1,Thinocorus orbignyianus (birds),Scaffold,40,75634.0,845400.0,female,Thinocorus_orbignyianus,False,0
338,Carolina Wren,Troglodytidae,Least Concern,Passeriformes,ludovicianus,SAMN12253818,PRJNA545868,,,USA,Okaloosa,3-May-01,,VZTB00000000,30.64 N,86.55 W,USNM:626484,"SRR9946695, SRR9946696",Female,"Eglin Afb, Okaloosa Tower","National Museum of Natural History, Smithsonian Institution, USA",Florida,muscle,41.61,91.6,0.9,90.7,8169,34391,208987,46.0,4.8,15521184,1.49,3.6,570,481690,117732,1041923001,GCA_013397245.1,ASM1339724v1,Thryothorus ludovicianus (Carolina wren),Scaffold,46,60402.0,495202.0,female,Thryothorus_ludovicianus,False,0
339,Wallcreeper,Sittidae,Least Concern,Passeriformes,muraria,SAMN12253913,PRJNA545868,,,Russia,Apsheronskiy Rayon,15-Jul-98,1850,WAAG00000000,44.12 N,39.90 E,UWBM:61504,"SRR9946869, SRR9946517, SRR9946518, SRR9946519, SRR9946520",Female,"Apsheronsk, 32.5 km S, 12.5 km E","Burke Museum of Natural History, University of Washington, USA","Krasnodarskiy Kray,",missing,42.64,62.3,0.7,61.6,21583,9870,772330,52.0,10.7,54023572,5.6,27.0,6708,27485,578875,965145490,GCA_013390105.1,ASM1339010v1,Tichodroma muraria (birds),Scaffold,52,14901.0,30899.0,female,Tichodroma_muraria,False,0
340,White-throated Tinamou,Tinamidae,Near Threatened,Tinamiformes,monotypic,SAMN02316659,PRJNA212876,,,Peru,,,165,GCA_000705375.2,5.31 S,76.28 W,LSUMZ:B-42614,SRP028753,Female,ca 3 km SE Jeberos,"Louisiana State University Museum of Natural Science, USA",Loreto,tissue,41.47,87.1,1.0,86.1,12145,24452,247842,100.0,7.9,22856002,2.16,5.0,1174,242170,176873,1060169855,GCF_000705375.1,ASM70537v2,Tinamus guttatus (white-throated tinamou),Scaffold,100,29773.0,246268.0,female,Tinamus_guttatus,False,0
341,Puerto Rican Tody,Todidae,Least Concern,Coraciiformes,monotypic,SAMN12253871,PRJNA545868,,,USA,,17-Nov-87,,WEIS00000000,17.99 N,67.17 W,LSUMZ:B-16815,"SRR9946757, SRR9946758, SRR9946760, SRR9946763",Female,"Cabo Rojo, Boqueron; Penones de Melones, 1 km WNW intersection of routes 301 and 303","Louisiana State University Museum of Natural Science, USA",Puerto Rico,muscle,43.03,43.4,0.6,42.8,37941,5967,995245,55.0,17.7,15989165,1.72,38.9,19912,10900,847126,927963846,GCA_013389965.1,ASM1338996v1,Todus mexicanus (puerto rican tody),Scaffold,55,8743.0,12670.0,female,Todus_mexicanus,False,0
342,California Thrasher,Mimidae,Least Concern,Passeriformes,redivivum,SAMN12253839,PRJNA545868,,Coordinates approximate from locality information,USA,Kern,29-Jun-06,,VXBI00000000,35.85 N,118.09 W,USNM:636895,"SRR9946505, SRR9946642, SRR9946643",Female,Chimney Peak Wilderness,"National Museum of Natural History, Smithsonian Institution, USA",California,muscle,41.32,93.5,1.1,92.4,5787,50278,114101,50.0,3.8,9994270,0.96,2.7,383,743078,50954,1035941564,GCA_013397375.1,ASM1339737v1,Toxostoma redivivum (birds),Scaffold,50,88070.0,747747.0,female,Toxostoma_redivivum,False,0
343,Acacia Pied Barbet,Ramphastidae,Least Concern,Piciformes,centralis,SAMN12253853,PRJNA545868,,,Namibia,,22-Aug-09,1300,WAAF00000000,27.59 S,16.88 E,USNM:642560,"SRR9946731, SRR9946732, SRR9946733, SRR9946734, SRR9946735, SRR9946736, SRR9946738",Female,Kolka,"National Museum of Natural History, Smithsonian Institution, USA",Karas,muscle,45.11,90.4,1.1,89.3,9153,30782,416639,76.0,5.8,14324432,1.13,3.8,948,279975,335758,1269831166,GCA_013400475.1,ASM1340047v1,Tricholaema leucomelas (pied barbet),Scaffold,76,77267.0,294019.0,female,Tricholaema_leucomelas,False,0
344,Black-tailed Trogon,Trogonidae,Least Concern,Trogoniformes,melanurus,SAMN12253890,PRJNA545868,,,Guyana,,14-Oct-00,,VXAG00000000,6.02 N,58.20 W,USNM:627360,"SRR9947104, SRR9947003, SRR9947004, SRR9946501",Male,East of Linden,"National Museum of Natural History, Smithsonian Institution, USA",,mixed tissue sample,42.33,93.8,1.0,92.8,6890,45813,45798,69.0,3.6,21363771,1.93,2.6,491,601254,5781,1107861811,GCA_013399275.1,ASM1339927v1,Trogon melanurus (black-tailed trogon),Scaffold,69,51448.0,600933.0,male,Trogon_melanurus,False,0
345,Little Buttonquail,Turnicidae,Least Concern,Charadriiformes,monotypic,SAMN12253947,PRJNA545868,,,Australia,,27-Oct-89,,VZTY00000000,31.45 S,130.73 E,NMV Z5702 / NMV B18061,"SRR9947186, SRR9947185",Male,"Penong, 214km west on Nullarbor Plain",Museums Victoria,South Australia,heart,41.15,84.4,0.7,83.7,9627,25840,271764,52.0,8.6,14442698,1.47,7.0,1530,146697,186152,983836808,GCA_013400935.1,ASM1340093v1,Turnix velox (Little buttonquail),Scaffold,52,44031.0,151069.0,male,Turnix_velox,False,0
346,Greater Prairie Chicken,Phasianidae,Vulnerable,Galliformes,pinnatus,SAMN05433571,PRJNA330991,,Coordinates approximate from locality information,USA,Rock County,18-Dec-14,,GCA_001870855.1,,,,"<a href=""https://www.ncbi.nlm.nih.gov/sra/undefined"" target=""_blank"">undefined</a>",Female,,"Independently published, NCBI",Nebraska,"liver, muscle (breast)",41.23,94.6,1.2,93.4,5869,47484,59797,95.0,3.2,3857299,0.39,2.2,23,12138678,12186,983776544,GCA_001870855.1,T_cupido_pinnatus_GPC_3440_v1,Tympanuchus cupido pinnatus (greater prairie chicken),Scaffold,95,47484.0,12138678.0,female,Tympanuchus_cupido,False,0
347,Fork-tailed Flycatcher,Tyrannidae,Least Concern,Passeriformes,savana,SAMN12253795,PRJNA545868,,,Argentina,,17-Oct-95,200,VXAW00000000,28.50 S,58.71 W,USNM:609518,"SRR10019969, SRR10019970, SRR10019971, SRR9946882",Female,"Corrientes, 45 km S, Manuel Derqui","National Museum of Natural History, Smithsonian Institution, USA",Corrientes,muscle,41.77,92.9,0.9,92.0,8355,36595,193732,47.0,4.4,9791047,0.92,2.7,686,428231,128031,1067549296,GCA_013399735.1,ASM1339973v1,Tyrannus savana (Fork-tailed flycatcher),Scaffold,47,72317.0,436182.0,female,Tyrannus_savana,False,0
348,Common Barn Owl,Tytonidae,Least Concern,Strigiformes,pratincola,SAMN02339894,PRJNA212909,"Bred from birds wild-caught in Davis, California, USA",,,,,,GCA_000687205.1,,,,SRP029349,Female,,"Stanford University, USA",,brain,40.39,84.3,0.4,83.9,25128,12984,339339,27.0,10.6,11611000,1.02,5.1,6116,51873,166092,1138815065,GCF_000687205.1,ASM68720v1,Tyto alba (Barn owl),Scaffold,27,17226.0,52818.0,female,Tyto_alba,False,0
349,Common Hoopoe,Upupidae,Least Concern,Bucerotiformes,epops,SAMN12253908,PRJNA545868,,,China,,13-Dec,,VZRI00000000,39.13 N,117.2 E,IOZ:18810 (previously IOZ:18821),"SRR9946892, SRR9946906, SRR9946907",Male,Tianjin,"Chinese Academy of Sciences, China",Tianjin,missing,44.22,89.9,0.9,89.0,10300,25894,154054,49.0,6.3,11469034,1.17,3.8,1097,226382,74719,977986278,GCA_013397515.1,ASM1339751v1,Upupa epops (Eurasian hoopoe),Scaffold,49,49406.0,227838.0,male,Upupa_epops,False,0
350,Common Guillemot,Alcidae,Least Concern,Charadriiformes,unable to determine,SAMN12253989,PRJNA545868,,Source coordinates flipped latitute/longituide.,Norway,,14-Jun,0,VZUE00000000,70.38 N,31.15 E,,"SRR9853778, SRR9853779, SRR9853781, SRR9853784",Female,Horn¿ya,"Friesen Lab, Queen's University, Canada",,blood,42.44,90.0,1.0,89.0,15792,19959,322691,95.0,6.2,48999728,4.07,3.8,34,10927940,219191,1203446098,GCA_013401055.1,ASM1340105v1,Uria aalge (common murre),Scaffold,95,23216.0,11658233.0,female,Uria_aalge,False,0
351,Brunnich's Guillemot,Alcidae,Least Concern,Charadriiformes,unable to determine,SAMN07414775,PRJNA395774,,,Canada,,,,GCA_002289315.1,,,,SRP114454,Female: Adult,Coats Island,"Independently published, NCBI",,blood,42.42,94.9,1.1,93.8,14580,22064,127168,68.0,3.1,25978166,2.2,2.0,23,15847591,9327,1179358714,GCA_002289315.1,UriLom_1.1,Uria lomvia (thick-billed guillemot),Scaffold,68,24899.0,15847591.0,female,Uria_lomvia,False,0
352,Pelagic Cormorant,Phalacrocoracidae,Least Concern,Pelecaniformes,pelagicus,SAMN06832911,PRJNA327123,,,USA,,22-Jun-14,,GCA_002173435.1,,,,SRP077532,Unknown,Middleton Island,"Independently published, NCBI",Alaska,embryo,42.38,94.5,1.1,93.4,12098,28337,117253,155.7,3.4,9605738,0.79,2.1,195,1719903,20951,1210663266,,,,,,,,,Urile_pelagicus,False,0
353,Red-faced Mousebird,Coliidae,Least Concern,Coliiformes,transvaalensis,SAMN12253966,PRJNA545868,,Coordinates approximate from locality information,South Africa,,24-Aug-98,,WBNH00000000,24.91 S,28.86 E,AMNH:DOT:5802,"SRR9947105, SRR9947349, SRR9946631, SRR9946471, SRR9946473",Female,ca. 40km SW Roedtan,"American Museum of Natural History, USA",Limpopo,missing,41.58,91.0,0.9,90.1,6314,47619,131630,89.0,5.9,9580919,0.86,3.1,1164,262916,82749,1115727993,GCA_013401255.1,ASM1340125v1,Urocolius indicus (birds),Scaffold,89,94415.0,261726.0,female,Urocolius_indicus,False,0
354,Przevalski's Rosefinch,Urocynchramidae,Least Concern,Passeriformes,monotypic,SAMN12253909,PRJNA545868,,,China,Menyuan,8-Mar-02,3210,VZRH00000000,38.02 N,101.32 E,IOZ:653,"SRR9947223, SRR9947222, SRR9946613",Female,Haibei,"Chinese Academy of Sciences, China",Qinghai,muscle,41.67,94.4,0.9,93.5,9246,32855,119726,59.0,3.4,11828142,1.14,2.2,287,1009277,45012,1034983446,GCA_013397555.1,ASM1339755v1,Urocynchramus pylzowi (birds),Scaffold,59,53989.0,858275.0,female,Urocynchramus_pylzowi,False,0
